hash,block_time,trade_usd,router_to,router_version,calldata_profile,selector,fee_recipient,fee_recipients,fee_token,fee_tokens,decode_method,flags,dst_receiver,error
0x6d4b3f38f37c6ccea5c3107ced5363c1ddb4d2263a937111547c343420915fb0,2025-09-30 21:12:47.000 UTC,168.971098183948,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,route:4c8c09+token+fee,0,0xc5cce04671736604e8cb779e534ad0d0501f5758,
0xd72f3c88ecd8450ed9a4d941fb3758c07066981d9f127f9f8adee343ca4ff383,2025-09-30 21:12:11.000 UTC,1028.757548729388,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,,,,,route:not_found,0,0xa2691ac1e5776bb7d9a2e604f907b199eb1b5e95,
0xde8963b33a37b0d501e4c62a50d56962169039f78e92b4be3948c1082e6c0327,2025-09-30 21:11:35.000 UTC,315.900507035873,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xb1f05c103cdd519e9f9785cda23c03635a598be4,0xb1f05c103cdd519e9f9785cda23c03635a598be4,0xdac17f958d2ee523a2206206994597c13d831ec7,0xdac17f958d2ee523a2206206994597c13d831ec7,route:4c8c09+token+fee,0,0x2b8bb0136a733bb5253aeabfed8c76b56b08d6b3,
0x58176953466a86555c75ca2b7e1e7c11cf675725a58e0ead3443d9165d53182d,2025-09-30 21:11:11.000 UTC,5.881555958495835,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x2ca9242c1810029efed539f1c60d68b63ad01bfc,0x2ca9242c1810029efed539f1c60d68b63ad01bfc,route:4c8c09+token+fee,4,0x18209a36508e4245cdb2bc86a31a3011d5edba1c,
0x33b4138aac2ac093400378e087b62b68d298c4408b54381e9377893e66e83968,2025-09-30 21:10:35.000 UTC,313.70413996128565,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,,,,,route:not_found,0,0x1d425d5c3fe77f5f91f5582f2a98d4a94cb0549b,
0x126d3ddf94162ef48dd3253d4f2263c7273d33eb93d59f2da8f1c64ccc4d3037,2025-09-30 21:06:47.000 UTC,6.688438061523859,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x2ca9242c1810029efed539f1c60d68b63ad01bfc,0x2ca9242c1810029efed539f1c60d68b63ad01bfc,route:4c8c09+token+fee,4,0x18209a36508e4245cdb2bc86a31a3011d5edba1c,
0x5e609d4191c88135f59c72823c13bc97753296c0411f2ed41eb639f5a5605ebe,2025-09-30 21:05:59.000 UTC,12.768299616,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,0x1abaea1f7c830bd89acc67ec4af516284b1bc33c,route:4c8c09+token+fee,4,0x412b9f917ea51238371dbde84a9d81b2807b72bc,
0x2faa7f1d1396736843a6fbebd676ea53263ecb542e5932d1c4457da6cc439211,2025-09-30 21:05:47.000 UTC,13.182898632146388,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcfd59c0f530db36eea8ccbfe744f01fe3556925e,0xcfd59c0f530db36eea8ccbfe744f01fe3556925e,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,route:4c8c09+token+fee,0,0xd1c10adb63f3edc91c46aff2ebe16b2ec686cd75,
0xa47a75a059c5d3c496f40933cc4d630975a9701228f5cff71f74d9ba726b5122,2025-09-30 21:05:23.000 UTC,155.30884479289253,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0x36e66fbbce51e4cd5bd3c62b637eb411b18949d4,0x36e66fbbce51e4cd5bd3c62b637eb411b18949d4,route:4c8c09+token+fee,0,0x44857ce47b5cbc67276cdc0f561d8b8fb77a929b,
0x3fcecc113b80b173a06adb9177e6818cb5bcbcf36d95d12696bd8cc9d5b082be,2025-09-30 21:02:35.000 UTC,33.29374158912,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54,0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54,,,route:4c8c09+token+fee,0,0x282e0b3aca75f8e5cf78cbe6a333500cd5494c09,
0xe01ce5597cd6e8e6b026fd5b1967bdcf13a5a3b950b7302d67d83fb58a07dc08,2025-09-30 21:01:59.000 UTC,121.71244452288,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,,,route:4c8c09+token+fee,0,0x6ad02f7d2fd405f6afe895e058173514bb515f9d,
0x71a8f3a9756171cc950ad9a9043aa53f44fa2e951b6b27461751955bd8e8c893,2025-09-30 21:01:59.000 UTC,306.38423797904613,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,0x66761fa41377003622aee3c7675fc7b5c1c2fac5,route:4c8c09+token+fee,4,0xe2c511df9fef01cc8c0795700a7ce66c845c35b5,
0xf445878677eaaaa95ab288cf31a230acb9dc4fbcc1fa37239e4c255b9371f92f,2025-09-30 21:01:59.000 UTC,316.2327124890177,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,route:4c8c09+token+fee,4,0xe6b3c47aa19824f2bde79ed12d4105b73f802484,
0x9e50e96a89b64e77fd573190a8f6215165b4c1198aa6b4b1232d7a02ad2814ca,2025-09-30 21:01:23.000 UTC,72.583525583453,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,,,,,route:not_found,0,0x38475e610421db3fc9de80262288bd1ad641d2d3,
0x12d179114ef63c00efb68b0b7f3afa9cb1daa952b89d723c1ef88a68803bb290,2025-09-30 21:00:59.000 UTC,7.209272124996777,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,route:4c8c09+token+fee,0,0xaf06fd16e68c67c422a76193a2867f8414515a55,
0x24a7a0a3661401081c7d78721dea45666584b05f48b4490595ae67c04814db47,2025-09-30 21:00:11.000 UTC,12.991817610037966,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcfd59c0f530db36eea8ccbfe744f01fe3556925e,0xcfd59c0f530db36eea8ccbfe744f01fe3556925e,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,route:4c8c09+token+fee,0,0x06279a41aa306e1a8e637d328cfe40c4c4e05971,
0xbea2e3e5d3aac795d06be240bb2fe0a4f5aad5ff3171d86a85fcd438f068c8c6,2025-09-30 20:59:23.000 UTC,142.32171845211198,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0x8d413db42d6901de42b2c481cc0f6d0fd1c52828,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,route:4c8c09+token+fee,4,0x0df768dd35bc0f939b5ce308796a21ca3b7b5bef,
0xee699eea086d44404d8fc13695f6826cfe4486c9894b126b6931d910e0de2ffb,2025-09-30 20:58:23.000 UTC,259.76293880547763,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,route:4c8c09+token+fee,4,0x3b60e3a06af5aa4da178aade658211a0d3f51222,
0x2bf80ef47dc19d0540414cd8fd10521f0cd6c36fa406280bde26fa9a3b7ea21c,2025-09-30 20:57:35.000 UTC,418.159720997217,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,0xcd6b980029e6e6e0733ac8ec3e02be9410d09799,,,route:4c8c09+token+fee,0,0x22e208cc36f43a334f415faab797ee5c9d61aafe,
0xd8e11924e1b5477d481d047f9fa13569d2efd52e1c1437839501f0aa59d0a143,2025-09-30 20:57:23.000 UTC,419.23642036842074,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,route:4c8c09+token+fee,4,0x3b60e3a06af5aa4da178aade658211a0d3f51222,
0x338cd4dd743f1b9e0ff7a64471f4944125052b5e7983cea80e8dbeb99d6684d6,2025-09-30 20:56:47.000 UTC,416.5754764143948,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,route:4c8c09+token+fee,4,0xcf06a5d47fb01fca528baa474a4953f9f92ee333,
0x3201e1dc0edf098c874879a373c8e66cc5781b02ff758a0c290753e9b08a7dd6,2025-09-30 20:56:11.000 UTC,550.925041842207,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xb1f05c103cdd519e9f9785cda23c03635a598be4,0xb1f05c103cdd519e9f9785cda23c03635a598be4,0x6b175474e89094c44da98b954eedeac495271d0f,0x6b175474e89094c44da98b954eedeac495271d0f,route:4c8c09+token+fee,0,0x91ffcf1d9d58e973d32bf0513a540e2604ae07cb,
0x6584b6e453ded203b22069a149273aca23a399dc1aa92717d98ab421ab389b43,2025-09-30 20:55:59.000 UTC,267.5869139964014,0x1111111254eeb25477b68fb85ed929f73a960582,V5,V5,12aa3caf,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x90cbe4bdd538d6e9b379bff5fe72c3d67a521de5,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,0x30a25cc9c9eade4d4d9e9349be6e68c3411367d3,route:4c8c09+token+fee,4,0xcf06a5d47fb01fca528baa474a4953f9f92ee333,
0x1176d305cfa6eda4e600987c1923428fa850d5dc701f8eb07e75961e6e929d17,2025-09-30 20:55:35.000 UTC,12.988655428547233,0x111111125421ca6dc452d289314280a0f8842a65,V6,V6,07ed2379,0xcfd59c0f530db36eea8ccbfe744f01fe3556925e,0xcfd59c0f530db36eea8ccbfe744f01fe3556925e,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,0xcedbea37c8872c4171259cdfd5255cb8923cf8e7,route:4c8c09+token+fee,0,0xb30b78fbde66de506602da10147cdf9c5600de8d,
